"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Hampton",65316570,720850,0,81162653,"SFY 1998-1999"
"Hartford",1512663330,2713456530,274393790,5765562954,"SFY 1998-1999"
"Hartland",84477560,437990,65750,114591020,"SFY 1998-1999"
"Harwinton",320243210,9640320,1793620,394033953,"SFY 1998-1999"
"Hebron",302128140,12887780,442520,376651913,"SFY 1998-1999"
"Kent",225088630,25779530,1203550,279541845,"SFY 1998-1999"
"Killingly",299005685,67035995,60268020,576178701,"SFY 1998-1999"
"Killingworth",267552794,8019820,526440,327220957,"SFY 1998-1999"
"Lebanon",283747740,9844100,1219700,354643959,"SFY 1998-1999"
"Ledyard",416302390,34510560,11562740,593653456,"SFY 1998-1999"
"Lisbon",114482080,9137580,188230,180899798,"SFY 1998-1999"
"Litchfield",538469058,71143080,11800525,703064965,"SFY 1998-1999"
"Lyme",247463930,2212770,0,287338420,"SFY 1998-1999"
"Madison",1224384560,107277730,6548010,1486771136,"SFY 1998-1999"
"Manchester",1558033305,562577075,176551890,2809348250,"SFY 1998-1999"
"Mansfield",351558670,72577860,884380,498561961,"SFY 1998-1999"
"Marlborough",222261100,13471010,2853580,277557201,"SFY 1998-1999"
"Meriden",1132682350,273463310,69552410,1920193970,"SFY 1998-1999"
"Middlebury",319490185,28589720,39589300,472259217,"SFY 1998-1999"
"Middlefield",160985910,12800650,11127660,225475005,"SFY 1998-1999"
"Middletown",1027728581,542401950,133951340,2264411656,"SFY 1998-1999"
"Milford",1811092331,462440560,182102760,3069849253,"SFY 1998-1999"
"Monroe",1036244480,78771180,27239100,1332551860,"SFY 1998-1999"
"Montville",426719790,50948640,34433570,782345413,"SFY 1998-1999"
"Morris",141576640,7910760,1632640,173985156,"SFY 1998-1999"
"Naugatuck",318360340,52962230,35898010,624546380,"SFY 1998-1999"
"New Britain",857268300,251036870,49599170,1504315154,"SFY 1998-1999"
"New Canaan",2598849800,176089120,1948730,3008398150,"SFY 1998-1999"
"New Fairfield",744539970,17915855,3016765,884896570,"SFY 1998-1999"
"New Hartford",333796545,14746865,20509310,435220467,"SFY 1998-1999"
"New Haven",1723762558,1229786081,168743270,3869308449,"SFY 1998-1999"
"Newington",998132787,247910320,92117920,1630206046,"SFY 1998-1999"
"New London",484569780,310528240,7675010,946380882,"SFY 1998-1999"
"New Milford",914368580,136952200,66909650,1475710330,"SFY 1998-1999"
"Newtown",1208031950,103487350,43827360,1582883117,"SFY 1998-1999"
"Norfolk",135938720,9235420,392590,171716600,"SFY 1998-1999"
"North Branford",456441090,51721880,28497700,649853433,"SFY 1998-1999"
"North Canaan",94858550,22385130,16902100,200947410,"SFY 1998-1999"
"North Haven",945392719,275586922,253226880,1950015852,"SFY 1998-1999"
"North Stonington",211710660,20868800,8765330,307297596,"SFY 1998-1999"
"Norwalk",1839797728,719008317,191682060,3545826661,"SFY 1998-1999"
"Norwich",848166103,312457995,58999390,1464037916,"SFY 1998-1999"
"Old Lyme",674048264,36818900,9808760,806103934,"SFY 1998-1999"
"Old Saybrook",859129022,148963140,31670585,1198643852,"SFY 1998-1999"
"Orange",760617740,233404430,51885510,1208153126,"SFY 1998-1999"
"Oxford",349981694,9923850,17747705,464684676,"SFY 1998-1999"
"Plainfield",303899360,59117970,35227080,513406470,"SFY 1998-1999"
"Plainville",488423840,131161230,63074740,864645280,"SFY 1998-1999"
"Plymouth",312656760,24047990,17601960,439154670,"SFY 1998-1999"
"Pomfret",119537078,15242442,3638330,176564211,"SFY 1998-1999"
"Portland",302009210,40386850,19515580,442199449,"SFY 1998-1999"
"Preston",157122379,7873090,1093770,208443132,"SFY 1998-1999"
"Prospect",281335597,19058510,9577560,376133870,"SFY 1998-1999"
"Putnam",207920824,60061698,31255298,380468574,"SFY 1998-1999"
"Redding",841904386,28690100,9657292,962345827,"SFY 1998-1999"
"Ridgefield",1880407764,150728170,130664439,2442088499,"SFY 1998-1999"
"Rocky Hill",696340850,297948450,62902790,1268680890,"SFY 1998-1999"
"Roxbury",240977770,1780330,817030,267854340,"SFY 1998-1999"
"Salem",137361660,10858650,506730,184076320,"SFY 1998-1999"
"Salisbury",408103710,33251190,1772170,492716290,"SFY 1998-1999"
"Scotland",58997655,1672400,0,72885069,"SFY 1998-1999"
"Seymour",448814992,44266900,27677860,645385372,"SFY 1998-1999"
"Sharon",232332900,13044900,0,307359108,"SFY 1998-1999"
"Shelton",1415263790,260505710,112774180,2284765760,"SFY 1998-1999"
"Sherman",308786898,2467390,0,344998489,"SFY 1998-1999"
"Simsbury",1030185540,133635280,11113140,1401230126,"SFY 1998-1999"
"Somers",321137260,17317190,6081670,419703502,"SFY 1998-1999"
"Southbury",869931360,237114700,8250380,1398623968,"SFY 1998-1999"
"Southington",1330018407,245749308,63930640,1970573268,"SFY 1998-1999"
"South Windsor",872595682,55941320,130686550,1304990136,"SFY 1998-1999"
"Sprague",74998050,7046080,10010300,133898834,"SFY 1998-1999"
"Stafford",334930000,41360720,16896370,503607335,"SFY 1998-1999"
"Stamford",4880304510,2278067950,160439130,8737507748,"SFY 1998-1999"
"Sterling",68876220,2569190,5544150,122659620,"SFY 1998-1999"
"Stonington",797848510,178008260,27539300,1168882045,"SFY 1998-1999"
"Stratford",1695731880,250906940,233145500,2710583474,"SFY 1998-1999"
"Suffield",581298340,38160150,31551310,759519690,"SFY 1998-1999"
"Thomaston",244511027,30051069,31050210,382617141,"SFY 1998-1999"
"Thompson",267774020,16854930,6223440,356864536,"SFY 1998-1999"
"Tolland",462977620,20740090,16452220,597631241,"SFY 1998-1999"
"Torrington",1127094355,223310265,49812990,1732679224,"SFY 1998-1999"
"Trumbull",1831520687,218651541,168231761,2620120775,"SFY 1998-1999"
"Union",41423050,1870860,0,53397722,"SFY 1998-1999"
"Vernon",697180480,253028730,18093990,1154848248,"SFY 1998-1999"
"Voluntown",73667160,4365510,0,95683870,"SFY 1998-1999"
"Wallingford",1300061700,381470300,223126200,2383806293,"SFY 1998-1999"
"Warren",96114810,2805870,0,111794390,"SFY 1998-1999"
"Washington",434413040,21939090,52920,496295380,"SFY 1998-1999"
"Waterbury",638713126,385656894,102668152,1679009720,"SFY 1998-1999"
"Waterford",678231090,194496430,27900060,3421371500,"SFY 1998-1999"
"Watertown",829909095,99833500,75695870,1270317238,"SFY 1998-1999"
"Westbrook",360787784,65548966,16639660,517296026,"SFY 1998-1999"
"West Hartford",2857435230,501558530,76387120,3890728281,"SFY 1998-1999"
"West Haven",1148610920,266653380,108727220,1816300324,"SFY 1998-1999"
"Weston",1176918255,9425850,0,1275118094,"SFY 1998-1999"
"Westport",2124942698,604842658,338100,3120511434,"SFY 1998-1999"
"Wethersfield",1328044100,272645900,25235100,1819667745,"SFY 1998-1999"
"Willington",211780025,35629170,20099480,324963370,"SFY 1998-1999"
"Wilton",1576513820,188187200,0,2022839780,"SFY 1998-1999"
"Winchester",300569130,36733230,15341820,437804208,"SFY 1998-1999"
"Windham",309644910,98745200,20307690,552623460,"SFY 1998-1999"
"Windsor",1163175230,237434400,217287490,2045449640,"SFY 1998-1999"
"Windsor Locks",445880006,109525220,158486830,1001157741,"SFY 1998-1999"
"Wolcott",484165370,40699170,22092130,674222341,"SFY 1998-1999"
"Woodbridge",618138190,40734770,11936190,749307925,"SFY 1998-1999"
"Woodbury",549776020,56959020,4225470,697207657,"SFY 1998-1999"
"Woodstock",235259732,12179370,10167800,317646627,"SFY 1998-1999"
"Andover",107905980,1743240,1159590,136778294,"SFY 1999-2000"
"Ansonia",416009474,51965425,14080119,603330759,"SFY 1999-2000"
"Ashford",121890810,4813190,460930,158577660,"SFY 1999-2000"
"Avon",1132300350,209698030,20744910,1557818900,"SFY 1999-2000"
"Barkhamsted",170230150,11095890,3314580,242485843,"SFY 1999-2000"
"Beacon Falls",153066835,9263590,18569510,228336145,"SFY 1999-2000"
"Berlin",698889810,150627010,70976920,1189646010,"SFY 1999-2000"
"Bethany",263606640,18391000,3111530,325441626,"SFY 1999-2000"
"Bethel",698059136,65690630,110172450,1090888366,"SFY 1999-2000"
"Bethlehem",217744296,6358290,0,248471472,"SFY 1999-2000"
"Bloomfield",734977450,290365931,151388645,1480451917,"SFY 1999-2000"
"Bolton",242966160,12322690,3768800,293888870,"SFY 1999-2000"
"Bozrah",72377555,11589240,8306813,128047742,"SFY 1999-2000"
"Branford",1348755590,284750880,72105780,2008649050,"SFY 1999-2000"
"Bridgeport",1237528873,357620228,135471597,2574259264,"SFY 1999-2000"
"Bridgewater",169034090,2192200,704000,191505183,"SFY 1999-2000"
"Bristol",1358589940,220124150,165646330,2343823720,"SFY 1999-2000"
"Brookfield",741947350,117995900,38611220,1094124594,"SFY 1999-2000"
"Brooklyn",202303401,19402950,1804870,284138306,"SFY 1999-2000"
"Burlington",471866710,10935680,3952130,574225625,"SFY 1999-2000"
"Canaan",48613060,3729800,930200,86935360,"SFY 1999-2000"
"Canterbury",159428350,5897080,1421620,200334629,"SFY 1999-2000"
"Canton",502318070,64131310,2992310,653689210,"SFY 1999-2000"
"Chaplin",93080920,6193690,0,125558902,"SFY 1999-2000"
"Cheshire",1188205650,120577130,142106500,1748300270,"SFY 1999-2000"
"Chester",202089790,41664810,12855170,305474420,"SFY 1999-2000"
"Clinton",536584740,75081700,24812230,767467060,"SFY 1999-2000"
"Colchester",458028500,49044960,7891390,638453026,"SFY 1999-2000"
"Colebrook",95570990,1526310,0,118972090,"SFY 1999-2000"
"Columbia",220422690,13550740,0,273489120,"SFY 1999-2000"
"Cornwall",123741960,7607730,0,181077330,"SFY 1999-2000"
"Coventry",409831810,12615680,1630510,510363500,"SFY 1999-2000"
"Cromwell",416108570,115964190,24208490,686455454,"SFY 1999-2000"
"Danbury",2596308940,1163777200,231406000,4740960350,"SFY 1999-2000"
"Darien",2350862540,262361670,0,2903512700,"SFY 1999-2000"
"Deep River",190213688,16305870,7187250,260326837,"SFY 1999-2000"
"Derby",305439250,51559042,16429990,467790717,"SFY 1999-2000"
"Durham",293499570,15354260,13725230,387789465,"SFY 1999-2000"
"Eastford",46642680,2995510,1428700,68790374,"SFY 1999-2000"
"East Granby",235416180,18531670,53200450,397768885,"SFY 1999-2000"
"East Haddam",326308855,20818560,4187390,429012495,"SFY 1999-2000"
"East Hampton",479087030,31967670,6421310,609559747,"SFY 1999-2000"
"East Hartford",957859560,266764390,261907930,2136671310,"SFY 1999-2000"
"East Haven",716958972,116501111,24281030,1024888233,"SFY 1999-2000"
"East Lyme",674630430,66632090,6011040,885661971,"SFY 1999-2000"
"Easton",610989560,24187920,189860,721127853,"SFY 1999-2000"
"East Windsor",242301630,81221140,64663440,540729600,"SFY 1999-2000"
"Ellington",425502585,36076405,6214951,598154568,"SFY 1999-2000"
"Enfield",1049628150,186541030,167236800,1804905830,"SFY 1999-2000"
"Essex",456750720,60271210,27943920,656121435,"SFY 1999-2000"
"Fairfield",3377554250,425340200,50604470,4441631139,"SFY 1999-2000"
"Farmington",1122535230,353776660,63756220,1926959806,"SFY 1999-2000"
"Franklin",78218425,19536390,5639920,138334263,"SFY 1999-2000"
"Glastonbury",1381450980,231781740,19537720,1965442980,"SFY 1999-2000"
"Goshen",181553370,7577830,766940,215219007,"SFY 1999-2000"
"Granby",415640550,25178540,1746990,529165310,"SFY 1999-2000"
"Greenwich",7864836490,1091974840,23937180,10159696090,"SFY 1999-2000"
"Griswold",39995470,11152540,2454760,119415325,"SFY 1999-2000"
"Groton",843209290,196509210,386110740,2045746769,"SFY 1999-2000"
"Guilford",1106529719,85436274,16304326,1407342674,"SFY 1999-2000"
"Haddam",357014050,15729750,3147950,528787220,"SFY 1999-2000"
"Hamden",1612643445,319470020,67008090,2454579081,"SFY 1999-2000"
"Hampton",66457580,735540,0,82935978,"SFY 1999-2000"
"Hartford",1508030900,2111193920,264551820,5778671328,"SFY 1999-2000"
"Hartland",85230380,438490,65750,116526300,"SFY 1999-2000"
"Harwinton",239708850,6949880,1275440,302909426,"SFY 1999-2000"
"Hebron",303264835,9715040,184310,391060692,"SFY 1999-2000"
"Kent",228359260,25606110,1203550,284005110,"SFY 1999-2000"
"Killingly",287901985,54626875,59339055,590386068,"SFY 1999-2000"
"Killingworth",277760634,8058330,526440,339522694,"SFY 1999-2000"
"Lebanon",288405320,8437605,1188500,362993350,"SFY 1999-2000"
"Ledyard",420539134,29704220,11806620,601667185,"SFY 1999-2000"
"Lisbon",117004530,8667350,188230,184056720,"SFY 1999-2000"
"Litchfield",543339014,68976344,11836825,715442240,"SFY 1999-2000"
"Lyme",252165620,2212770,0,293835550,"SFY 1999-2000"
"Madison",1162821530,70305400,1847500,1405165148,"SFY 1999-2000"
"Manchester",1578570430,882567010,176262810,3214680270,"SFY 1999-2000"
"Mansfield",356438950,72951870,955640,509264052,"SFY 1999-2000"
"Marlborough",227907620,13373490,2973090,285471344,"SFY 1999-2000"
"Meriden",1136795170,222084620,76661900,1987068200,"SFY 1999-2000"
"Middlebury",326910540,28611865,40431775,484916769,"SFY 1999-2000"
"Middlefield",164513920,4263970,11641940,231855865,"SFY 1999-2000"
"Middletown",895397520,271746790,71506560,1938260520,"SFY 1999-2000"
"Milford",1829076791,418077800,145141920,3119996692,"SFY 1999-2000"
"Monroe",1062262430,81197040,27726790,1366738360,"SFY 1999-2000"
"Montville",432097180,42597820,34582060,778154453,"SFY 1999-2000"
"Morris",125133500,9177360,1399300,176828140,"SFY 1999-2000"
"Naugatuck",313535280,41545860,38500760,637192780,"SFY 1999-2000"
"New Britain",857631440,164012220,50026640,1521854452,"SFY 1999-2000"
"New Canaan",2640982520,175936870,1948730,3066074770,"SFY 1999-2000"
"New Fairfield",753488850,17977585,3246730,898143995,"SFY 1999-2000"
"New Hartford",338246565,14346905,20509310,442038754,"SFY 1999-2000"
"New Haven",1717792434,1235866009,161853604,3914599952,"SFY 1999-2000"
"Newington",1005220647,236543060,93766410,1667822130,"SFY 1999-2000"
"New London",485731080,227191810,7100310,952315608,"SFY 1999-2000"
"New Milford",932388480,126218260,67923950,1497135025,"SFY 1999-2000"
"Newtown",1260577790,101195570,44515880,1660203570,"SFY 1999-2000"
"Norfolk",114120800,13322760,392590,175359560,"SFY 1999-2000"
"North Branford",464323860,44645650,31297770,662856027,"SFY 1999-2000"
"North Canaan",87992320,20068090,17946530,203386970,"SFY 1999-2000"
"North Haven",954127280,263595091,252269600,1980217479,"SFY 1999-2000"
"North Stonington",217007180,20745130,8765470,312283670,"SFY 1999-2000"
"Norwalk",1881802798,643529523,136795694,3583332379,"SFY 1999-2000"
"Norwich",850813977,239929450,58438300,1468789730,"SFY 1999-2000"
"Old Lyme",685162694,37888260,9448160,818382362,"SFY 1999-2000"
"Old Saybrook",860492106,150380430,32037715,1212997645,"SFY 1999-2000"
"Orange",769201210,245289400,51768265,1237940102,"SFY 1999-2000"
"Oxford",360384019,9729360,19022275,481806050,"SFY 1999-2000"
"Plainfield",276260360,45415300,34752140,484756200,"SFY 1999-2000"
"Plainville",493461810,133483900,65899040,881196201,"SFY 1999-2000"
"Plymouth",316713810,21538430,17815780,448511329,"SFY 1999-2000"
"Pomfret",122961853,13748973,3647703,182253859,"SFY 1999-2000"
"Portland",304676190,37007240,19471480,448015043,"SFY 1999-2000"
"Preston",148743600,9874600,1191200,204308503,"SFY 1999-2000"
"Prospect",288134757,19312201,9744330,386591158,"SFY 1999-2000"
"Putnam",208952821,54128409,32404942,390709013,"SFY 1999-2000"
"Redding",792830990,20502850,5417650,915896425,"SFY 1999-2000"
"Ridgefield",1931829542,141803357,130719769,2530691940,"SFY 1999-2000"
"Rocky Hill",711626880,295019710,63321460,1317138550,"SFY 1999-2000"
"Roxbury",247361950,1792600,795480,274878060,"SFY 1999-2000"
"Salem",128328420,8444240,506730,188091800,"SFY 1999-2000"
"Salisbury",411409900,32002020,1772170,498583550,"SFY 1999-2000"
"Scotland",60621845,1839670,0,75517093,"SFY 1999-2000"
"Seymour",455384130,38549890,29578500,664674420,"SFY 1999-2000"
"Sharon",234644400,12792100,0,311740234,"SFY 1999-2000"
"Shelton",1449428100,272392680,111793210,2365561510,"SFY 1999-2000"
"Sherman",315155229,2631220,0,354171522,"SFY 1999-2000"
"Simsbury",1047499846,130409220,11213390,1439761773,"SFY 1999-2000"
"Somers",329155550,15552430,6246910,429332572,"SFY 1999-2000"
"Southbury",894495620,200027230,8731310,1448726418,"SFY 1999-2000"
"Southington",1360032492,117588361,72984619,2045178843,"SFY 1999-2000"
"South Windsor",894025760,59879120,130770140,1354883733,"SFY 1999-2000"
"Sprague",75644987,5583280,10010530,139248373,"SFY 1999-2000"
"Stafford",338344870,34160750,17434530,513920017,"SFY 1999-2000"
"Stamford",4942688060,1885259675,199060060,8920333725,"SFY 1999-2000"
"Sterling",70350140,2569190,5541150,122731696,"SFY 1999-2000"
"Stonington",802984320,177630560,28180760,1194323169,"SFY 1999-2000"
"Stratford",1702693190,234132820,233139320,2729235642,"SFY 1999-2000"
"Suffield",603560830,37810570,30739520,784554870,"SFY 1999-2000"
"Thomaston",249277597,26528842,31030210,397415315,"SFY 1999-2000"
"Thompson",270258760,12862840,6337670,363750293,"SFY 1999-2000"
"Tolland",482908660,21868040,16682487,627369534,"SFY 1999-2000"
"Torrington",1136004453,209904760,53142310,1757638644,"SFY 1999-2000"
"Trumbull",1860236898,208090150,176228216,2747152218,"SFY 1999-2000"
"Union",43075790,2098170,0,56213195,"SFY 1999-2000"
"Vernon",701057200,180658320,18188500,1168969600,"SFY 1999-2000"
"Voluntown",75310830,4459560,0,98879008,"SFY 1999-2000"
"Wallingford",1327168400,376132000,231152700,2456293350,"SFY 1999-2000"
"Warren",91074890,3815310,0,114094440,"SFY 1999-2000"
"Washington",386913040,22721020,0,505914530,"SFY 1999-2000"
"Waterbury",640419926,296700986,102549272,1718955761,"SFY 1999-2000"
"Waterford",691107060,191175180,27945460,3376333798,"SFY 1999-2000"
"Watertown",845698580,99585420,76184860,1303645299,"SFY 1999-2000"
"Westbrook",369667355,63182840,16694070,532673335,"SFY 1999-2000"
"West Hartford",2862135310,403118020,76026290,3925404277,"SFY 1999-2000"
"West Haven",1150340910,167839460,115411100,1840305373,"SFY 1999-2000"
"Weston",1204948656,9440030,0,1310562526,"SFY 1999-2000"
"Westport",2143475058,603704198,770370,3156287960,"SFY 1999-2000"
"Wethersfield",1339233500,224869100,25298800,1840273760,"SFY 1999-2000"
"Willington",214896493,20250780,20099480,328474072,"SFY 1999-2000"
"Wilton",1600551750,182446010,0,2080858240,"SFY 1999-2000"
"Winchester",302067098,28767440,15355170,440340244,"SFY 1999-2000"
"Windham",311148460,74616680,22350490,560316010,"SFY 1999-2000"
"Windsor",1172091270,238899700,228395370,2094153950,"SFY 1999-2000"
"Windsor Locks",446798005,107463495,155191082,1066738046,"SFY 1999-2000"
"Wolcott",490104320,37788350,21924420,688546728,"SFY 1999-2000"
"Woodbridge",632505910,41590360,11863670,772038320,"SFY 1999-2000"
"Woodbury",566586675,45519715,4259660,720811501,"SFY 1999-2000"
"Woodstock",239420967,9894550,11372440,328208705,"SFY 1999-2000"
"Andover",111061230,1983750,1178760,141623628,"SFY 2000-2001"
"Ansonia",420428055,47691165,15780718,616688437,"SFY 2000-2001"
"Ashford",125553270,5059560,460930,164939320,"SFY 2000-2001"
"Avon",1089929250,189341450,22548990,1524505400,"SFY 2000-2001"
"Barkhamsted",136822600,15420760,670430,207569960,"SFY 2000-2001"
"Beacon Falls",158191650,9091610,18303010,236913600,"SFY 2000-2001"
"Berlin",681971460,142970160,67636060,1223716540,"SFY 2000-2001"
"Bethany",262073610,15816250,6695910,336087403,"SFY 2000-2001"
"Bethel",709604706,65427911,113287000,1112035427,"SFY 2000-2001"
"Bethlehem",179083100,5651190,2520350,221227308,"SFY 2000-2001"
"Bloomfield",739675620,292096371,155143860,1503174763,"SFY 2000-2001"
"Bolton",201767730,13403330,4706630,260922950,"SFY 2000-2001"
"Bozrah",74969021,13259813,7763110,146439603,"SFY 2000-2001"
